pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0123,A25,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",Survive the Nights,"액션, 어드벤처, 인디, 대규모 멀티플레이어, 시뮬레이션","준비가 생존의 전부인 하드코어 오픈 월드 생존 게임. 낮에는 자원을 수집하고, 제작하며, 거점을 강화하세요. 밤이 되면 감염자들이 무리를 지어 사냥합니다. 혼자 또는 친구들과 함께 치열한 포스트 아포칼립스 샌드박스에서 현명한 선택으로 생존을 쟁취하세요. 당신은 몇 번의 Nights를 버틸 수 있을까요?",,,
B0124,A02,Salt and Sanctuary,"액션, 인디, RPG",Dragonkin: The Banished,액션,"용의 위협이 다시 한번 우리에게 다가왔습니다. 전설적인 영웅들이 일어나 깊은 곳의 군단에 맞서고 있습니다. 드래곤을 길들이고, Ancestral Grid로 독특한 파워 빌드를 만들고, 도시를 확장하고 드래곤을 파괴하세요!",,,
B0125,A14,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",Razortron 2000,"캐주얼, 인디, 레이싱","RAZORTRON 2000은 레트로 하향식 무한 레이싱 게임입니다. 이 연애 편지에서 최고 기록을 깨고, 새 자동차의 잠금을 해제하고, 순위표의 맨 위로 올라가고 동전 먹는 아케이드 기계 시대에 도전하십시오!",,,
B0126,A10,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Z1 Battle Royale,"액션, 어드벤처, 무료 플레이, 대규모 멀티플레이어","Z1 Battle Royale is a Free to Play, fast-paced, action arcade, competitive Battle Royale. Staying true to its ""King of the Kill"" roots, the game has been revamped and restored to the classic feel, look, and gameplay everyone fell in love with. Play solo, duos, or fives and be the last ones standing.",,,
B0127,A26,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",붉은사막,"액션, 어드벤처","파이웰 대륙을 배경으로 펼쳐지는 오픈월드 액션 어드벤쳐 게임, 붉은사막. 여러분은 회색갈기 클리프가 되어, 잃어버린 모든 것을 되찾고 다가오는 위협으로부터 세상을 구하기 위한 여정을 떠나게 됩니다. 광활한 야생, 숨겨진 고대 유적, 신비로운 어비스의 영역을 누비며 싸우고, 탐험하고, 발견하며 자신만의 길을 만들어 가세요.",,,
B0128,A10,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Insurgency,"액션, 인디, 전략","Take to the streets for intense close quarters combat, where a team's survival depends upon securing crucial strongholds and destroying enemy supply in this multiplayer and cooperative Source Engine based experience.",,,
B0129,A24,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",BlazBlue Entropy Effect,"액션, 어드벤처, 인디","미려한 액션, 짜릿한 배틀 연출, 그리고 호쾌하게 작렬하는 다채로운 콤보! 본 작품은 여러 개성 넘치는 플레이어블 캐릭터에 다수의 능력을 조합해 성장시키는 로그라이트 게임입니다. 특징적인 액션 메커니즘과 로그가 융합되어, 매 플레이마다 새로운 액션을 선사합니다.",,,
B0130,A09,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",The Last Caretaker,"액션, 어드벤처, 인디, 시뮬레이션, 앞서 해보기","Explore a drowned Earth, restore lost systems, and raise the last human seeds in this first-person survival-crafting adventure. Build, scavenge, defend, and launch humanity back to the stars.",,,
B0131,A06,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Death Must Die,"액션, 캐주얼, 인디, RPG, 앞서 해보기","Descend the nether in search of Death himself! Choose from God-given powers to slay his hordes of minions. Unlock new heroes, collect powerful items and create game-breaking synergies in this roguelite hack and slash survivors game.",,,
B0132,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Biped,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션",바이페드 어드벤처는 플레이어 간 협동이 필요한 어드벤처 게임입니다. 플레이어들은 두 발이 달린 외계 로봇 '에고'와 '힐라'가 되어 지구에서 흥미진진하고 재미있는 모험을 하게 됩니다.,,,
B0133,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Dyson Sphere Program,"인디, 시뮬레이션, 전략, 앞서 해보기","Build the most efficient intergalactic factory in space simulation strategy game Dyson Sphere Program! Harness the power of stars, collect resources, plan and design production lines and develop your interstellar factory from a small space workshop to a galaxy-wide industrial empire.",,,
B0134,A25,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",Mist Survival,"액션, 어드벤처, 인디, 시뮬레이션, 앞서 해보기","MIST SURVIVAL is a Single-player, survival stealth sandbox game Players will experience the Apocalypse stimulation in the form of virus pandemic, the players have to deal with it to survive through the difficulties such as finding shelter and food, threats from the environment and climate: wild anim",,,
B0135,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Little Big Workshop,"시뮬레이션, 전략","직원, 작업대, 기계를 관리하고 멋진 물건을 만들어서 작은 규모의 작업장을 꿈의 공장으로 성장시키세요!",,,
B0136,A23,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Breathedge,"액션, 어드벤처, 인디, 시뮬레이션","우주에서 살아남으세요! 죽지 않는 닭과 함께 갑작스럽게 일어난 우주선 추락의 진실을 밝혀내세요. 잔해 속을 생존 & 탐험하기 위해 제작 도구를 만들고, 이동수단을 타고, 심지어는 우주 정거장까지 조종하세요.",,,
B0137,A18,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Starbound,"액션, 어드벤처, 캐주얼, 인디, RPG","You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below, repair your ship and set off to explore the universe...",,,
B0138,A04,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Motor Town: Behind The Wheel,"어드벤처, 캐주얼, 인디, 레이싱, 시뮬레이션, 앞서 해보기","레이서즈 클럽에서 만든 오픈 월드 드라이빙 시뮬레이션! 느긋하게 화물을 운반하거나, 버스나 택시를 몰아서 번 돈으로 멋진 차와 파츠를 구매한 뒤 레이스 트랙에서 실력을 발휘하세요.",,,
B0139,A19,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Paladins®,"액션, 어드벤처, 대규모 멀티플레이어, 전략, 무료 플레이","Paladins is the ultimate fantasy team-based shooter experience, with over 50 customizable Champions fighting in 5v5 action across a diverse Realm of modes and maps!",,,
B0140,A16,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",No One Survived,"어드벤처, 인디, RPG","This is a multiplayer cooperative open world construction survival sandbox game, where you and your friends must find supplies and build shelters in this world. You have to keep an eye on your character's needs state at all times, a bad state is likely to lead to death.",,,
B0141,A01,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",DayZ,"액션, 어드벤처, 대규모 멀티플레이어","대종말 이후의 세계에서 당신은 과연 얼마나 버틸 수 있을까요? 감염된 ‘좀비’들이 세상을 장악한 땅에서, 제한된 자원을 두고 다른 생존자와 경쟁해야 합니다. 낯선 이들과 손을 잡고 함께 살아남으시겠습니까? 아니면 배신을 피하기 위해 고독한 늑대가 되시겠습니까? 이것이 바로 DayZ, 곧 당신의 이야기입니다.",,,
B0142,A25,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",The Last Caretaker,"액션, 어드벤처, 인디, 시뮬레이션, 앞서 해보기","Explore a drowned Earth, restore lost systems, and raise the last human seeds in this first-person survival-crafting adventure. Build, scavenge, defend, and launch humanity back to the stars.",,,
B0143,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",R.U.S.E.™,전략,A one-of-a-kind real-time strategy game that allows players to bluff their enemies to lead their nation to victory. The Definitive Edition — includes all DLCs and Steam Deck support.,,,
B0144,A16,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Smalland: Survive the Wilds,"액션, 어드벤처, 인디, RPG","소인이 되어 웅장한 모험을 경험하세요! 드넓고 위험천만한 세계에서 멀티플레이어 생존 게임을 즐기세요. 먹이 사슬의 밑바닥에 있는 자그마한 존재에게는 대비가 중요합니다. 무기와 갑옷을 만들고, 생물을 길들인 뒤 올라타고, 야영지를 만들고, 새로운 낯선 땅을 탐험하세요.",,,
B0145,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Age of History 2: Definitive Edition,"인디, 전략",Age of History II는 배우기 쉽지만 마스터하기 어려운 대 전략 전쟁 게임입니다. 당신의 목표는 군사 전략과 교활한 외교를 이용하여 세계를 통일하거나 정복하는 것입니다. 세계가 피를 흘릴 것인가 아니면 당신 앞에 굴복 할 것인가? 선택은 당신의 것입니다.,,,
B0146,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Empyrion - Galactic Survival,"어드벤처, 인디, 시뮬레이션, 전략","Build and explore in a true space sandbox survival adventure. Construct mighty capital vessels, sprawling planetary settlements, and vast space stations in your galactic journey to discover the mysteries of Empyrion!",,,
B0147,A10,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Call of Duty®: Modern Warfare®,액션,다양한 스펙 옵스 챌린지와 혼합된 멀티플레이어 맵 및 모드가 있는 최고의 온라인 게임에서 열광적인 캠페인을 경험하거나 팀을 구성하십시오.,,,
B0148,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",은폐된 살인의 진실들 - 하드코어 본격 추리 탐정 게임,"어드벤처, 인디, 시뮬레이션",할리우드를 뒤흔든 한 차례 살인사건! 수사 실력을 발휘해 현장을 조사하여 단서를 찾고 사건을 풀어내세요. 은밀한 살인사건을 조종하는 배후의 인물은 과연?!,,,
B0149,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",세이큐 이야기,"어드벤처, RPG, 시뮬레이션","세이큐 섬을 배경으로 한 평화로운 농장 생활 시뮬레이션입니다. 농장을 가꾸고, 선조의 집을 복원하고, 마을 사람들과 진심 어린 유대감을 쌓으세요. 다양한 영혼 형태로 변신하며 계절의 흐름에 따라 잔잔하게 바뀌어 가는 세계를 탐험해 보세요.",,,
B0150,A12,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",恶魔牌,"캐주얼, 전략","A card-strategy roguelike inspired by a variety of poker games. You play as a highly skilled card shark in the Tavern at the End of the World, combining all kinds of demon chips to rewrite the rules of play, compete with players from across the globe, and ultimately rise to the top.",,,
B0151,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Biped 2,"액션, 어드벤처, 캐주얼, 인디, 레이싱, 시뮬레이션, 전략","사랑스러운 로봇들의 퍼즐 액션-어드벤처 게임! 미지의 행성을 탐험하고, 1인에서 최대 4인 협동전을 체험해 보세요!",,,
B0152,A03,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,DARK SOULS™ II: Scholar of the First Sin,"액션, RPG","여러분은 DARK SOULS™ II: Scholar of the First Sin에 크게 놀랄 것입니다. 기존 DARK SOULS™ II를 플레이 하셨다 해도 이 특별한 ""디렉터즈 컷"" 버전의 게임을 통해 완전히 새로운 경험을 하게 될 것입니다.",,,
B0153,A03,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,The Sinking City Remastered,"액션, 어드벤처",언리얼 엔진 5로 제작된 더 싱킹 시티 리마스터드는 향상된 게임 플레이와 완전히 개선된 환경으로 음산하고 기이한 오크몬트의 세계에 새로운 생명을 불어넣습니다. 신규 플레이어와 복귀한 플레이어 모두가 만족할 작품입니다.,,,
B0154,A09,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",DARK SOULS™ II: Scholar of the First Sin,"액션, RPG","여러분은 DARK SOULS™ II: Scholar of the First Sin에 크게 놀랄 것입니다. 기존 DARK SOULS™ II를 플레이 하셨다 해도 이 특별한 ""디렉터즈 컷"" 버전의 게임을 통해 완전히 새로운 경험을 하게 될 것입니다.",,,
B0155,A24,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",The Greatest Penguin Heist of All Time,"액션, 어드벤처, 인디","The Greatest Penguin Heist of All Time is a sandboxy physics game for 1-8 players, with everything from sneaky heists to hilarous stupidity to baking pizzas. With continuous updates, plenty of maps, and hundreds of items, clothes and quests, it has something for everyone.",,,
B0156,A03,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,Hell is Us,"액션, 어드벤처","지구상에서 지옥에 가장 가까이 갈 수 있는 경험이 전쟁이라면, 그것은 지구가 최악의 악마, 인류의 집이기 때문일 것입니다. 내전으로 엉망이 된 고립된 국가에서, 과거의 비밀을 찾고 기이한 재앙의 파급효과와 마주하세요.",,,
B0157,A14,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",EA SPORTS™ WRC,"레이싱, 시뮬레이션, 스포츠","새로운 장소, 순간, 스테이지, 고성능 차량, 새로운 리버리, 라이선스를 받은 크루와 함께 2024 랠리 시즌의 스릴을 경험하세요. 계속되는 랠리 여정을 시작할 준비를 하세요.",,,
B0158,A24,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Ghost Song,"액션, 어드벤처, 인디, RPG","로리안의 황량한 달에서 오랫동안 잠에 빠졌던 데드슈트가 깨어났습니다. 자아 발견, 고대 미스터리, 우주의 공포에 관한 2D 대기 모험의 표면 아래에서 탐험을 떠나세요. 구불구불한 동굴을 탐험하고 새로운 능력을 획득해 외계 세상에 오래 묻혀진 비밀을 밝혀내세요.",,,
B0159,A21,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",바벨탑: 혼돈의 생존자들,"액션, 어드벤처, 인디, RPG, 전략",서바이버 액션 x 끝없는 파밍! 나만의 빌드를 만드는 로그라이트 액션 RPG,,,
B0160,A11,Opus Magnum,"인디, 시뮬레이션",Zup! S,"캐주얼, 인디",Minimal physical puzzle with explosions,,,
B0161,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Solar Expanse - Space Exploration Manager,"인디, 시뮬레이션, 전략, 앞서 해보기",태양계를 탐험하세요. 소행성을 채굴하고 낙하시켜 활용하세요. 식민지를 건설하고 테라포밍을 진행하세요. 우주 경쟁을 주도하며 다른 기업들과 경쟁해 수익을 창출하세요. 수세기에 걸친 인류의 확장을 지켜보세요.,,,
B0162,A11,Opus Magnum,"인디, 시뮬레이션",MineMogul,"인디, 시뮬레이션, 전략, 앞서 해보기","물리 기반 자동화 샌드박스에서 지하 깊은 곳에 공장을 설계하고 건설하세요. 자원을 채굴하고, 기계를 구매하고, 혼돈에 능숙하게 대처하며, 궁극의 Mine Mogul이 되어보세요!",,,
B0163,A19,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Dirty Bomb®,"액션, 무료 플레이","함께 싸우느냐, 홀로 죽느냐! 사상 최강의 경쟁적인 팀 기반 슈팅 게임에서 런던의 수호자가 되거나 파괴자가 되어보세요.",,,
B0164,A10,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Borderlands Game of the Year Enhanced,"액션, RPG",강화된 콘텐츠로 가득한 클래식 협동 파밍 슈팅 게임을 만날 시간입니다! 특별한 RPG 성장을 자랑하는 4명의 미치광이 용병 중 하나가 되어 무진장 많은 총기로 황폐한 Pandora 행성을 장악하세요.,,,
B0165,A18,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",SpaceCraft,"어드벤처, 인디, 대규모 멀티플레이어, 시뮬레이션, 앞서 해보기","우주 탐사와 건설의 묘미를 한곳에서 만끽할 수 있는 온라인 게임 스페이스크래프트! 여러 태양계와 행성으로 구성된 초거대 은하계 탐사는 물론, 자원 채굴과 개발, 우주선 설계와 건조, 행성 기지 및 행성 간 물류 자동화, 거래와 협력을 통해 넓디넓은 우주를 뜻대로 다스려 보세요!",,,
B0166,A20,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",The Artisan of Glimmith,"캐주얼, 인디, 전략","《글리미스의 장인》(The Artisan of Glimmith)은 스테인드글라스에 색을 입히고 구름 위 왕국의 예술품을 복원하는 아늑하고 편안한 퍼즐 게임입니다. 단순한 규칙이 놀라운 즐거움을 선사하는, 장인의 정성으로 설계된 수제 퍼즐의 세계를 탐험해 보세요.",,,
B0167,A20,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Rogue Heroes: Ruins of Tasos,"액션, 어드벤처, 인디, RPG","Rogue Heroes는 최신 로그라이트 요소가 포함된 4인용의 고전적인 어드벤처 게임입니다. 친구들과 함께 무작위로 생성된 던전을 뚫고, 비밀로 가득 찬 광활한 오버월드를 탐험하며 타이탄들을 쓰러뜨리고 타소스에 다시 평화를 불러오세요!",,,
B0168,A23,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Bugsnax,"액션, 어드벤처, 캐주얼, 인디",독특한 이 섬에서 모험을 떠나 살아있는 신비한 버그스낵스를 잡아서 친구들에게 먹여주세요!,,,
B0169,A11,Opus Magnum,"인디, 시뮬레이션",Orb of Creation,"캐주얼, 인디, 전략","Orb of Creation is a non-idle incremental-puzzle game in which you recreate the world with nothing but magic and ingenuity. Conjure resources, buy upgrades, and become an all-powerful wizard!",,,
B0170,A12,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Dicey Dungeons,"인디, 전략",걸어 다니는 주사위가 되어 힘겨운 행운에 맞서 싸우세요.,,,
B0171,A08,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Dead Island Definitive Edition,액션,"Welcome to the zombie apocalypse experience of a lifetime – and now more beautiful than ever. Caught in the midst of an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!",,,
B0172,A23,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Yonder: The Cloud Catcher Chronicles,"어드벤처, 인디",편안한 오픈형 월드 어드벤처 게임 Yonder: The Cloud Catcher Chronicles에서 긴장을 풀고 삶을 천천히 즐겨보세요. 욘더는 제미아라는 아름다운 섬에서 이야기가 시작됩니다. 제미아는 열대 해변부터 눈으로 덮인 산까지 여덟 개의 뚜렷한 특징을 가진 환경을 가진 자연 그대로의 지상 낙원입니다.,,,
B0173,A26,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",The Sinking City Remastered,"액션, 어드벤처",언리얼 엔진 5로 제작된 더 싱킹 시티 리마스터드는 향상된 게임 플레이와 완전히 개선된 환경으로 음산하고 기이한 오크몬트의 세계에 새로운 생명을 불어넣습니다. 신규 플레이어와 복귀한 플레이어 모두가 만족할 작품입니다.,,,
B0174,A08,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Sker Ritual,"액션, 어드벤처, 인디",협동 호러 호드 슈팅 게임에서 켈트 신들의 힘으로 무장하고 적 무리에 맞서세요.,,,
B0175,A19,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Starbound,"액션, 어드벤처, 캐주얼, 인디, RPG","You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below, repair your ship and set off to explore the universe...",,,
B0176,A23,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",SpaceCraft,"어드벤처, 인디, 대규모 멀티플레이어, 시뮬레이션, 앞서 해보기","우주 탐사와 건설의 묘미를 한곳에서 만끽할 수 있는 온라인 게임 스페이스크래프트! 여러 태양계와 행성으로 구성된 초거대 은하계 탐사는 물론, 자원 채굴과 개발, 우주선 설계와 건조, 행성 기지 및 행성 간 물류 자동화, 거래와 협력을 통해 넓디넓은 우주를 뜻대로 다스려 보세요!",,,
B0177,A23,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Skate Story,"액션, 어드벤처, 인디, RPG, 스포츠","올리, 킥플립, 그라인드를 하며 공허의 땅에서 재와 연기를 헤치며 불가능해 보이는 탐험을 하세요. 연약한 초보자부터 강력한 스케이터로 가는 여정에서 빠르게 보드를 타서 마귀들을 쓰러뜨리고 고통받는 다른 영혼들을 구하세요.",,,
B0178,A17,Counter-Strike 2 / PUBG: BATTLEGROUNDS / Stardew Valley,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 인디, RPG, 시뮬레이션",Farlands,"캐주얼, 인디, RPG, 시뮬레이션","Congratulations, you’ve bought your own planet! An agrarian rock at the edge of the galaxy that, for some reason, was practically being given away for free. So the time has come to leave your hectic, stressful life in an overcrowded metropolis for a more rural and rewarding life.",,,
B0179,A20,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",아일랜더스: 새로운 해안,"캐주얼, 인디, 시뮬레이션, 전략",아일랜더스: 새로운 해안에 오신 것을 환영합니다. 신선한 창의성을 불러일으키고 클래식한 매력을 간직한 신나는 새 기능으로 차분한 미니멀리스트 세계에 섬 휴양지를 건설해 보세요.,,,
B0180,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",방 탈출 시뮬레이터2,"어드벤처, 캐주얼, 인디, 시뮬레이션","많은 인기를 끈 방 탈출 게임의 후속작으로, 혼자 또는 친구와 함께 탐험할 수 있는 다양하고 새로운 방을 통해 일인칭 퍼즐을 새롭게 해석합니다. 방 편집기 2.0으로 복잡한 퍼즐을 풀거나, 숨겨진 비밀을 파헤치거나, 나만의 방을 만들어 보세요.",,,
B0181,A02,Salt and Sanctuary,"액션, 인디, RPG",Tearscape,"액션, 어드벤처, 인디, RPG","사냥꾼이 되어 던전으로 가득한 어둡고 서로 연결된 세계를 탐험하세요. 정교한 전투 기술로 살아남고, 기괴한 괴물들과 싸우며, 무기를 확장하고, 비선형 구조 속 숨겨진 길을 발견하세요.",,,
B0182,A14,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",CarX Drift Racing Online,"액션, 캐주얼, 대규모 멀티플레이어, 레이싱, 시뮬레이션, 스포츠","CarX Drift Racing Online is your chance to immerse yourself in the real world of drifting. Get together with friends, tune your car and burn some tires!",,,
