pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0218,A07,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Outworld Station,"인디, 시뮬레이션, 전략",Take the helm as a new Station Commander and exploit an alien star system in this stunning space-station factory automation game. Amass resources and construct starships using increasingly advanced manufacturing and expand your station in a hostile universe.,,,
B0219,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,전설의 호플리트,"액션, 어드벤처, 인디, RPG, 전략","액션 RPG와 타워 디펜스의 결합: 괴물들을 도륙하고, 무기를 찾고, 무장을 업그레이드하고, 기지를 방어하세요...그리스 신화에 등장하는 괴물들과 고대 부족들로부터 인류의 운명을 보호하세요. 지휘관, 절대 그들이 성문을 넘지 못하도록 하세요!",,,
B0220,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Tinyfolks,"인디, RPG, 전략","Train your folks, defeat monsters and upgrade your town!",,,
B0221,A03,Salt and Sanctuary,"액션, 인디, RPG",Hyper Light Drifter,"액션, 어드벤처, 인디, RPG","Explore a beautiful, vast and ruined world riddled with dangers and lost technologies.",,,
B0222,A17,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",Omno,"액션, 어드벤처, 캐주얼, 인디","놀라움이 가득한 고대의 세계를 탐험하는 싱글플레이 게임입니다. 퍼즐과 비밀, 극복해야 할 장애물로 가득하며, 여러분을 데리고 잊힌 문명의 힘을 통해 우거진 숲, 태양이 작열하는 사막, 얼어붙은 동토, 심지어 구름 속까지 웅장한 모험을 떠날 것입니다.",,,
B0223,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Arcadegeddon,"액션, 어드벤처, 무료 플레이","이제 이 변화무쌍한 멀티플레이어 슈터에서 최대 3명의 친구들과 함께 플레이할 수 있습니다. 다양한 생물군계와 미니 게임을 탐험하고, 숨겨진 상자를 발견하고, 셀 수 없는 적과 보스를 처치해보세요.",,,
B0224,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Andarilho,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션","You are a guy with a backpack, just try to stay alive!",,,
B0225,A17,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",30XX,"액션, 인디","친구와 함께 즐길 수 있는 로그라이트 액션 플래포머, 30XX로 뛰고, 쏘고, 베며 앞으로 나아가세요! 화끈한 전투와 정밀한 플랫폼이 하나로 섞인, 끝없이 변화하는 멋진 세계들을 탐험하세요. 무시무시한 가디언들을 무찌르세요. 그들의 독특한 힘을 마스터하세요. 잃어버린 천 년을 재발견하세요.",,,
B0226,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Survival Zombies The Inverted Evolution,"액션, 어드벤처, 인디, 시뮬레이션",Survival Zombies is a bloody chaotic survival first person shooter that pits heavily armed players against humanity's greatest fear - hordes of undead.,,,
B0227,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Forgotten Seas,"액션, 어드벤처, 인디, 시뮬레이션","끝없이 펼쳐진 바다와 마른 땅이 귀한 버뮤다 공허에서 길을 잃었습니다. 병 속의 배를 제작하고 공해에서 생존하세요. 새로운 땅을 향해 항해하고, 캠프를 건설하고, 보물을 찾고, 상품을 거래하고, 이 낯선 영역을 노리는 무시무시한 해적들로부터 배를 지켜내세요!",,,
B0228,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Iron Marines,"액션, 캐주얼, 인디, 전략",공상과학 세계에서 펼쳐지는 실시간 전략 게임! 은하계에 당신이 필요합니다!,,,
B0229,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",Per Aspera,"인디, 시뮬레이션, 전략","행성 규모의 도시 건설을 새로운 시각으로 경험해 보세요. 불가능에 가까운 확률을 극복하여 화성을 테라포밍하고, 붉은 행성의 숨겨진 자원을 채집하고, 과거에 이미 이 경이로운 과업을 시도했던 이들에 얽힌 수수께끼를 밝혀내세요. 인류의 미래가 당신에게 달려 있습니다.",,,
B0230,A10,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Luna Abyss,"액션, 어드벤처, 인디",Luna Abyss는 유려한 플랫폼 스타일의 탄막 지옥 전투를 특징으로 하는 1인칭 스토리 액션 어드벤처 게임입니다. 수수께끼 같은 예언과 형벌 사이에 사로잡힌 루나의 죄수 포크스의 여정을 따라가 보세요.,,,
B0231,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,KINGDOM HEARTS III + Re Mind (DLC),"액션, 어드벤처, RPG","첫 번째 작품부터 이어진 “다크 시커”편의 완결을 그린 시리즈 최신작. 본 작품에서는 픽사 등의 새로운 세계관이 더해져 더욱 방대한 세계관으로 발전했다. 또한, 본 작품의 클라이맥스에서 벌어지고 있던 또 하나의 이야기 『Re Mind』도 함께 즐길 수 있다.",,,
B0232,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Blaite,"액션, 어드벤처, 캐주얼, 인디","A platform game so difficult and at the same time, so addictive that you will enjoy having to repeat a levels dozens of times until complete them.",,,
B0233,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",아세토 코르사 에보 Assetto Corsa EVO,"레이싱, 시뮬레이션, 스포츠, 앞서 해보기",아세토 코르사 에보가 여태까지 개발된 가장 인기 있는 멀티플랫폼 드라이빙 시뮬레이션의 현실감과 기능을 새롭게 정의합니다. 수년간의 자동차 역사를 아우르는 다양한 클래스의 차량을 만나보세요.,,,
B0234,A10,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",ANIMAL WELL,"액션, 어드벤처, 인디","어두컴컴하고, 복잡하게 얽혀있는 미로를 탐험하며 미로 안의 숨겨진 비밀들을 밝혀내세요. 아이템을 수집해 주변 환경을 놀랍고 의미있는 방식으로 활용하세요. 어둠속에 숨어있는 위험으로부터 살아남기 위해 애쓰다보면, 귀엽지만, 마음의 동요를 불러일으키는 생물들도 만나게 됩니다. 눈 앞에 보이는것만 전부가 아닙니다.",,,
B0235,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",Weird RPG 2,"액션, 어드벤처, RPG","혁신적인 3인칭 액션 RPG로, 전통적인 무기로 괴물과 공평하게 싸우거나 치트처럼 신의 능력을 발휘할 수 있습니다. 음성 제어 장비 시스템을 통해 마법을 소환하거나 자신을 강화할 수 있습니다. 이는 당신이 지금까지 경험한 적이 없는 모험이 될 것입니다!",,,
B0236,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",LOTUS-Simulator,"인디, 시뮬레이션, 앞서 해보기","For the first time, bus, tram and train are simulated extremely realistic in a single game – and you can drive them, build them or create the world around. LOTUS – simulation will never be the same!",,,
B0237,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",SOULCALIBUR VI,액션,"""최강의 검호들이 연주하는 빛과 어둠의 원점"" 소울 칼리버 시리즈 20주년 최신작이 등장! 무기 격투 액션 게임 최고봉의 미려한 그래픽으로 표현되는 새로운 검극을 체험하라!",,,
B0238,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Trainatic,"어드벤처, 캐주얼, 인디, 전략","Trainatic is an explosive incremental train-building game! Upgrade your cars, gather resources, and unlock powerful synergies to chug further down the track.",,,
B0239,A03,Salt and Sanctuary,"액션, 인디, RPG",The Backrooms: Survival,"액션, 어드벤처, 인디, 대규모 멀티플레이어, 시뮬레이션","Survival horror with roguelike elements. Explore randomized levels with different items and entities while trying to maintain your thirst, hunger, and sanity, ensuring a new experience every time. Play alone or with up to TEN friends online! Cross-platform multiplayer with Nintendo Switch.",,,
B0240,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",Delivery from the Pain:Survival / 末日方舟:生存,"액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략","You'll play as a survivor in a world overrun by zombies. Explore and interact with other survivors, making tough choices about whether to help or exploit them. Defend against zombies, collect resources, craft, and fortify your shelter. Use strategy to escape this world and return to safety.",,,
B0241,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",The Flame in the Flood,"액션, 어드벤처, 인디","A rogue-like river journey through the backwaters of a forgotten post-societal America. Forage, craft, evade predators.",,,
B0242,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",The Last Caretaker,"액션, 어드벤처, 인디, 시뮬레이션, 앞서 해보기","Explore a drowned Earth, restore lost systems, and raise the last human seeds in this first-person survival-crafting adventure. Build, scavenge, defend, and launch humanity back to the stars.",,,
B0243,A08,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",City Transport Simulator 2025,시뮬레이션,"The All-in-One Simulation! Drive highly detailed and licensed real buses & trams, build and design your own transport company, and grow your network in a European-inspired city.",,,
B0244,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",Dark Envoy,RPG,총과 마법이 난무하는 거대한 cRPG 세계관에서 유물 사냥꾼으로 파티를 이끄십시오. 슬로우 모션이 가미된 현대적 전투 시스템을 통해 전술을 마음껏 펼치십시오.,,,
B0245,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",StarVaders,"어드벤처, 인디, 전략","덱 빌딩과 그리드 기반 전술의 궁극적인 융합을 바탕으로 강력한 메크를 조종해 외계 침공에 맞서 싸우세요. 무한 반복 플레이가 가능한 이 로그라이크에서 게임의 판도를 뒤집는 콤보를 발견하고, 시간을 되돌려 운명을 바꾸고, 인류의 미래를 지켜내세요.",,,
B0246,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",OF MICE AND SAND -REVISED-,"시뮬레이션, 전략","머나먼 우주, 사막 행성에서 살고 있는 찍찍이들! 이동 요새 사막선을 타고 향해라! 환상의 황금향으로! !",,,
B0247,A07,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",星际工业国,"캐주얼, 인디, 전략","This is a idle game modeled on industrial building gameplay. It will be three-dimensional, complex industrial assembly line, easy, simple plane conveyor belt. At the same time to join the battleship assembly, space campaign, character development, giant construction, trade orders and other gameplay!",,,
B0248,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Boat Together,"액션, 어드벤처, 캐주얼, 인디, 레이싱, 시뮬레이션, 스포츠","Hop on kayaks and boats for a fun adventure with up to 8 friends! Work together to paddle through cool waters, overcome obstacles and bosses, and reach new islands. If the legend is true, a hidden treasure awaits on the final island. Can you make it without sinking?",,,
B0249,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Airships: Conquer the Skies,"액션, 인디, 전략","강력한 스팀펑크 비행선을 건조해 전장으로 날아오르고, 전쟁을 벌여 하늘을 정복하세요!",,,
B0250,A17,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",Samawa Idle,"액션, 캐주얼, 인디, RPG, 전략","이 방치형 게임에서 특수 타워의 힘을 발휘하여 몬스터의 무리를 섬멸하세요. 로그라이크 요소가 포함된 이 게임에서 골드를 모으고, 타워를 업그레이드하며 강력한 보스를 상대하고, 진화하는 스킬 트리로 전략을 세우세요.",,,
B0251,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Killing Floor 2,액션,"In KILLING FLOOR 2, players descend into continental Europe after it has been overrun by horrific, murderous clones called Zeds that were created by rogue elements of the Horzine Corporation. 6-player Co-Op & 12-player VS Zed-slaughtering mayhem.",,,
B0252,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",Len's Island,"액션, 어드벤처, 인디, RPG","1–8인의 플레이어가 플레이할 수 있는 오픈 월드 생존 제작 게임으로 격렬한 던전 탐험과 ARPG 전투, 평화로운 파밍과 창의적인 건설이 결합되었습니다. 여정을 떠나 위험과 발견할 것들로 가득한 드넓은 절차적 생성 월드를 탐험하세요.",,,
B0253,A04,Counter-Strike 2 / PUBG: BATTLEGROUNDS / Stardew Valley,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 인디, RPG, 시뮬레이션",콜 오브 듀티®: 워존,"액션, 무료 플레이","방대한 무료 플레이 전장, 콜 오브 듀티®: 워존에 오신 것을 환영합니다.",,,
B0254,A03,Salt and Sanctuary,"액션, 인디, RPG",Creativerse,"액션, 어드벤처, 캐주얼, 인디, 대규모 멀티플레이어, RPG, 시뮬레이션",A sandbox adventure game as big as your imagination.,,,
B0255,A22,Opus Magnum,"인디, 시뮬레이션",Pixel Puzzles Ultimate Jigsaw Puzzles,"캐주얼, 인디, 시뮬레이션, 전략, 무료 플레이","Pixel Puzzles Ultimate, 퍼즐을 디지털 시대로 가져옵니다.",,,
B0256,A17,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",Aspire: Ina's Tale,"어드벤처, 캐주얼, 인디","Set out on a mystical adventure of self-discovery against the backdrop of fantastical landscapes of The Tower. Meet its dwellers and unravel their stories. Manipulate spirits to solve puzzles, and lead Ina on her path to freedom.",,,
B0257,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,Mistfall Hunter,"액션, 어드벤처","는 다크 판타지 액션 익스트랙션 RPG 게임입니다. 직업별로 스킬, 특성, 장비를 전략적으로 조합해 3인칭 시점의 박진감 넘치는 액션 전투를 즐겨 보세요! 파티원과 긴밀하게 협력할 수도, 홀로 전장에 뛰어들 수도 있습니다. 포위망을 뚫고 살아남아야만 값진 전리품을 손에 넣을 수 있습니다. 골드 헌터님, 행운을 빕니다.",,,
B0258,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",Starship EVO,"액션, 어드벤처, 인디, 시뮬레이션, 앞서 해보기","Mine and craft your way to orbit, build your own starship and explore a vast, dangerous galaxy alongside your crew. For players who love a meaningful survival progression, a unique and elegant building system, and epic space-opera scale.",,,
B0259,A22,Opus Magnum,"인디, 시뮬레이션",Weapons Genius,"액션, 캐주얼, 인디, 시뮬레이션",You act as a weapon genius and create ever new types of weapon with better specifications.,,,
B0260,A17,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",[REDACTED],액션,"평론가들의 극찬을 받은 로그라이크 [REDACTED]에서 괴물들을 학살하고, 라이벌을 따돌리고, 동료 교도관의 되살아난 시체와 맞서 싸우며 블랙 아이언 교도소를 탈출하세요.",,,
B0261,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Pathless Woods,"어드벤처, 캐주얼, 인디, RPG, 시뮬레이션, 전략, 앞서 해보기","Embark on a cozy open-world survival journey inspired by ancient China's heritage. Gather resources, cultivate crops, build your dream home, and defend it from marauders. Team up with friends to explore and uncover a world where adventure meets serenity.",,,
B0262,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",SIMULACRA,"어드벤처, 인디, 시뮬레이션",An interactive horror experience of exploring a missing woman’s phone.,,,
B0263,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Dungeon Escape,"액션, 어드벤처, 인디",미니멀리즘 스타일로 제작된 하드코어 2D 플랫포머 게임입니다. 당신은 이 게임에서 위험한 함정과 적들로 가득 찬 불가사의한 던전을 탈출하게 될 것입니다.,,,
B0264,A04,Counter-Strike 2 / PUBG: BATTLEGROUNDS / Stardew Valley,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 인디, RPG, 시뮬레이션",Battlefield 3™,액션,"원하는 대로 싸우는 완전한 자유를 즐기세요. 29가지 거대한 멀티플레이어 전장을 탐험하고, 다양한 탑승장비, 무기 및 보조장비를 사용해 기세를 강화하세요. 전투의 매 순간마다 대량의 추가 콘텐츠가 해제되고 계급이 올라갑니다. 지금 바로 시작하세요.",,,
B0265,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Crossout,"액션, 어드벤처, 대규모 멀티플레이어, 레이싱, 무료 플레이",황폐한 세계에서 펼쳐지는 액션 게임 CROSSOUT에 참여하세요! 수십 가지의 교환 가능한 부품으로 자신만의 독특한 전투 머신을 만들고 탑승하여 폭발적인 PvP 온라인 전투에서 적을 파괴하세요!,,,
B0266,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Killing Floor 2,액션,"In KILLING FLOOR 2, players descend into continental Europe after it has been overrun by horrific, murderous clones called Zeds that were created by rogue elements of the Horzine Corporation. 6-player Co-Op & 12-player VS Zed-slaughtering mayhem.",,,
B0267,A17,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",Tower Factory,"액션, 인디, 시뮬레이션, 전략, 무료 플레이, 앞서 해보기",타워 팩토리는 로그라이트 요소가 포함된 타워 방어 및 자동화 게임입니다. 컨베이어 시스템을 사용하여 자원 생산을 최적화하면서 몬스터의 공격을 방어하세요. 적의 탑을 찾아 파괴할 수 있을까요?,,,
B0268,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Band of Defenders,액션,"A Co-Op FPS game with base building in a post-apocalyptic world. Craft weapons, build barricades and automated turrets, unlock new gear and items for visual customization and kill all savages and mutants trying to destroy the remnants of human civilization.",,,
B0269,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Zombieville USA 3D,"액션, 인디","Zombieville USA 3D is a stylized arcade shooter combining retro gameplay with strikingly polished visuals. Fight through an endless undead horde in the bleak hellscape of suburbia! Choose your weapons, grab a friend, and see how long you can survive.",,,
B0270,A03,Salt and Sanctuary,"액션, 인디, RPG",GreedFall: The Dying World,"액션, 어드벤처, RPG","어떤 선택이든 결과가 따르는 곳, 새롭게 펼쳐지는 짜릿한 모험 속 GreedFall 유니버스로 돌아가세요. 섬을 떠나 전쟁과 질병으로 황폐해진 구대륙 전역을 여행하며 동맹을 형성하고 자유를 되찾기 위해 싸워야 합니다.",,,
B0271,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Farworld Pioneers,"액션, 어드벤처, 인디, 시뮬레이션","오픈월드 sci-fi 샌드박스 게임. 혼자서도, 친구와 함께도 멀티플레이로 탐험하고, 외계 행성에 식민지를 건설 & 관리하고, 독특한 개성과 기술을 가진 AI 생존자를 모집하세요. 다 함께 제작, 건설, 채굴, 농사를 짓거나 레이저 소총을 등에 메고 은하계에 맞서 싸우세요!",,,
B0272,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Due Process,"액션, 어드벤처, 인디, 시뮬레이션, 전략, 앞서 해보기",A PVP tactical FPS about PLANNING & EXECUTION. Sound strategy and good teamwork are essential for victory because new PROCEDURALLY-GENERATED MAPS are delivered every week. You'll face a new tactical challenge every round.,,,
B0273,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Omno,"액션, 어드벤처, 캐주얼, 인디","놀라움이 가득한 고대의 세계를 탐험하는 싱글플레이 게임입니다. 퍼즐과 비밀, 극복해야 할 장애물로 가득하며, 여러분을 데리고 잊힌 문명의 힘을 통해 우거진 숲, 태양이 작열하는 사막, 얼어붙은 동토, 심지어 구름 속까지 웅장한 모험을 떠날 것입니다.",,,
B0274,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Trinity Fusion,"액션, 인디, RPG","세 개의 갈라진 현실. 붕괴하는 멀티버스. 어두운 SF 세계를 배경으로 한 빠르고 부드러운 전투를 경험하세요. 매번 다른 우주에서 시작해 평행한 자신과 능력, 세계를 융합하며 잔혹하고 끊임없이 진화하는 빌드를 만들어갑니다.",,,
B0275,A18,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",LIFE EFFECT Survival,"액션, 어드벤처, 인디, 앞서 해보기","Survive in a harsh and dangerous world after an alien invasion. Gather resources, craft equipment, fight mutants and massive monsters, use weapons, vehicles and robots, explore territories, defend strongholds and fight for survival.",,,
B0276,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Over 9000 Zombies!,"액션, 인디","Over 9000 Zombies! is top-down arcade action blown out of all reasonable proportions. An endless horde of zombies is coming your way, how long can you survive?",,,
B0277,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Hearts of Iron 2 Complete,전략,"Includes Hearts of Iron II plus the two expansions, Doomsday and Armageddon When Germany is defeated in 1945, the Allies and the new Soviet alliance fight for supremacy. World War III is drawing closer. Play as the ruler of one of 175 countries through World Wars II and III.",,,
B0278,A03,Salt and Sanctuary,"액션, 인디, RPG",Trials Survivors,"액션, 캐주얼, 인디, RPG, 앞서 해보기","별자리의 수호자들이 부여한 시련 속에서 끝없는 몬스터 무리를 헤치고 싸우세요. 스킬을 강화하고, 유물을 수집하며, 진정한 로그라이트 스타일의 압도적인 빌드를 만들어보세요! 핵 앤 슬래시와 벌렛 헤븐의 판타지를 다시 느껴보세요. 당신은 지금껏 가장 많은 몬스터가 등장하는 서바이버라이크에서 살아남을 수 있을까요?",,,
B0279,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",Commandos 2: Men of Courage,전략,Commandos 2: Men of Courage is a tactical action/strategy game set against the backdrop of World War II. Take control of an elite group of commandos who must venture deep into enemy territory and utilize their combined expertise to complete a series of mission-based objectives.,,,
B0280,A08,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",Offroad Mania,"어드벤처, 레이싱, 시뮬레이션","Offroad Mania — off-road 4x4 driving simulator based on realistic car physics. Modes: Classic (240 levels), Free Roam, Racing, Endless, Winter (rocks, mud, snow, water, logs, trees, bridges, ramps). Vehicles: 10+ amazing 4×4 cars for your driving fun. Free updates!",,,
B0281,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Down in Bermuda,"어드벤처, 캐주얼, 인디",모험을 좋아하는 비행기 조종사가 비정상적인 폭풍에 휘말려 악명 높은 버뮤다에 수십 년 동안 갇히게 됩니다. 섬 깊숙한 곳의 괴물을 물리치고 섬의 비밀을 풀어 집으로 돌아가는 길을 찾으세요.,,,
B0282,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Mistfall Hunter,"액션, 어드벤처","는 다크 판타지 액션 익스트랙션 RPG 게임입니다. 직업별로 스킬, 특성, 장비를 전략적으로 조합해 3인칭 시점의 박진감 넘치는 액션 전투를 즐겨 보세요! 파티원과 긴밀하게 협력할 수도, 홀로 전장에 뛰어들 수도 있습니다. 포위망을 뚫고 살아남아야만 값진 전리품을 손에 넣을 수 있습니다. 골드 헌터님, 행운을 빕니다.",,,
